"scenario","fund","model","approach","model_description","total_allocated","mean_allocation","median_allocation"
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_2 - approach_1","$1000M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",1e+09,6493506.49350649,4272210.05629776
"$1000M - model_3 - approach_1","$1000M","model_3","approach_1","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+09,6493506.49350649,4393822.31756512
